name,id,smiles,formula
glycine,DB00145,C(C(=O)O)N,C2H5NO2
glycopyrrolate,DB00986,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,C19H28NO3
gold,DB14154,[Au],Au
granisetron,DB00889,CN1[C@@H]2CCC[C@H]1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,C18H24N4O
guafacine,,,
guanadrel,DB00226,C1CCC2(CC1)OCC(O2)CN=C(N)N,C10H19N3O2
guanfacine,DB01018,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,C9H9Cl2N3O
halofantrine,DB01218,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,C26H30Cl2F3NO
halothane,DB01159,C(C(F)(F)F)(Cl)Br,C2HBrClF3
heme iron,DB00115,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],C63H88CoN14O14P
heroin,DB01452,CC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC(=O)C)CCN3C,C21H23NO5
hexobarbital,DB01355,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,C12H16N2O3
histamine,DB05381,C1=C(NC=N1)CCN,C5H9N3
human insulin,DB00030,,C257H383N65O77S6
hydralazine,DB01275,C1=CC=C2C(=C1)C=NN=C2NN,C8H8N4
hydrochloroquine,DB00608,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,C18H26ClN3
hydroflumethiazide,DB00774,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,C8H8F3N3O4S2
hydroxychloroquine sulfate,DB01611,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,C18H26ClN3O
hydroxyurea,DB01005,C(=O)(N)NO,CH4N2O2
ibutilide,DB00308,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,C20H36N2O3S
idoxuridine,DB00249,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,C9H11IN2O5
ifosfamide,DB01181,C1CN(P(=O)(OC1)NCCCl)CCCl,C7H15Cl2N2O2P
iloprost,DB01088,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O,C22H32O4
imatinib,DB00619,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,C29H31N7O
imiglucerase,DB00053,,C2532H3854N672O711S16
imipramine hcl,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,C19H24N2
inactivated ai vaccines,DB00898,CCO,C2H6O
inactivated nd vaccine,DB00898,CCO,C2H6O
inactivated nd vaccines,DB00898,CCO,C2H6O
infliximab,DB00065,,C6428H9912N1694O1987S46
interferon beta-1a,DB00060,,C908H1408N246O252S7
interferon-alfa,DB00034,,C860H1353N227O255S9
interleukin-2,DB14865,,
intraconazole,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,C4H6N4O3S2
iodamide,DB08948,CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I,C12H11I3N2O4
iodoquinol,DB09115,C1=CC2=C(C(=C(C=C2I)I)O)N=C1,C9H5I2NO
ipratropium,DB00332,CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,C20H30NO3
ipratropium bromide,DB00332,CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,C20H30NO3
irbesartan,DB01029,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,C25H28N6O
isoniazide,DB00507,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],C12H9N3O5S
isoproterenol,DB01064,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,C11H17NO3
isosorbide dinitrate,DB00883,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],C6H8N2O8
isosorbide mononitrate,DB01020,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,C6H9NO6
isradipine,DB00270,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,C19H21N3O5
kanamycin,DB01172,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,C18H36N4O11
kaolin,DB01575,O.O.[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Al+3].[Al+3],Al2H4O9Si2
ketorolac tromethamine,DB00465,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,C15H13NO3
labetalol,DB00598,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,C19H24N2O3
lactulose,DB00581,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,C12H22O11
lamotrigine,DB00555,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,C9H7Cl2N5
latamoxef,DB04570,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O,C20H20N6O9S
latanoprost,DB00654,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCC2=CC=CC=C2)O)O)O,C26H40O5
leflunomide,DB01097,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,C12H9F3N2O2
lenalidomide,DB00480,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,C13H13N3O3
letrozole,DB01006,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,C17H11N5
levamisole,DB00848,C1CSC2=N[C@H](CN21)C3=CC=CC=C3,C11H12N2S
levamisole hydrochloride,DB00121,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,C10H16N2O3S
levobupivacaine,DB01002,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C,C18H28N2O
levofloxacin,DB01137,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,C18H20FN3O4
levomepromazine,DB01403,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,C19H24N2OS
levonorgesterol,DB00396,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,C21H30O2
levonorgestrel,DB00367,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C21H28O2
levorphanol,DB00854,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,C17H23NO
levothyroxine,DB00451,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,C15H11I4NO4
lidocaine,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,C14H22N2O
lignocaine,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,C14H22N2O
linezolid,DB00601,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,C16H20FN3O4
lisinopril,DB00722,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,C21H31N3O5
loracarbef,DB00447,C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,C16H16ClN3O4
loxapine,DB00408,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C18H18ClN3O
lymecycline,DB00256,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCC[C@@H](C(=O)O)N)N(C)C)O,C29H38N4O10
macrolide antibiotics,DB00626,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H]([C@@H](C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,C66H103N17O16S
magnesium hydroxide,DB09104,[OH-].[OH-].[Mg+2],H2MgO2
magnesium salicylate,DB01397,C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].[Mg+2],C14H10MgO6
magnesium salt,DB09409,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2],C4H14MgO8
magnesium sulfate,DB00653,[O-]S(=O)(=O)[O-].[Mg+2],MgO4S
magnesium trisilicate,DB09281,[O-][Si](=O)O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],Mg2O8Si3
magnesium/choline salicylate,DB00122,C[N+](C)(C)CCO,C5H14NO
mannitol,DB00742,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,C6H14O6
maprotiline,DB00934,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,C20H23N
mebendazole,DB00643,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,C16H13N3O3
mechlorethamine,DB00888,CN(CCCl)CCCl,C5H11Cl2N
meclizine,DB00737,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,C25H27ClN2
meclofenamic acid,DB00939,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,C14H11Cl2NO2
medroxyprogesterone,DB00603,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,C24H34O4
mefenamic acid,DB00784,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,C15H15NO2
megestrol acetate,DB00351,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,C24H32O4
melarsoprol,DB12864,C1C(S[As](S1)C2=CC=C(C=C2)NC3=NC(=NC(=N3)N)N)CO,C12H15AsN6OS2
melphalan,DB01042,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,C13H18Cl2N2O2
meprobamate,DB00371,CCCC(C)(COC(=O)N)COC(=O)N,C9H18N2O4
meropenem,DB00760,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,C17H25N3O5S
mesalamine,DB00244,C1=CC(=C(C=C1N)C(=O)O)O,C7H7NO3
mesalazine,DB00244,C1=CC(=C(C=C1N)C(=O)O)O,C7H7NO3
metaclopramide,,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,
metamizol,DB04817,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,C13H17N3O4S
metaproterenol sulfate,DB00816,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,C11H17NO3
metaraminol,DB00610,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N,C9H13NO2
methandrostenolone,DB13586,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,C20H28O2
methaqualone,DB04833,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,C16H14N2O
methazolamide,DB00703,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,C5H8N4O3S2
methdilazine,DB00902,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,C18H20N2S
methicillin,DB01603,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,C17H20N2O6S
methimazole,DB00763,CN1C=CNC1=S,C4H6N2S
methoxyflurane,DB01028,COC(C(Cl)Cl)(F)F,C3H4Cl2F2O
methsuximide,DB05246,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,C12H13NO2
methylergonovine,DB00353,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,C20H25N3O2
methylergonovine maleate,DB00353,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,C20H25N3O2
methylphenidate,DB00422,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,C14H19NO2
methyprylon,DB01107,CCC1(C(=O)C(CNC1=O)C)CC,C10H17NO2
metrizamide,DB01578,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)I)N(C)C(=O)C)I,C18H22I3N3O8
metronidazole,DB00916,CC1=NC=C(N1CCO)[N+](=O)[O-],C6H9N3O3
mexiletine,DB00379,CC1=C(C(=CC=C1)C)OCC(C)N,C11H17NO
miconazole,DB01110,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,C18H14Cl4N2O
miconazole nitrate,DB01110,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,C18H14Cl4N2O
mifepristone,DB00834,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,C29H35NO2
milrinone,DB00235,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,C12H9N3O
minocycline,DB01017,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,C23H27N3O7
minoxidil,DB00350,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,C9H15N5O
mirtazapine,DB00370,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,C17H19N3
mitoxantrone,DB01204,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,C22H28N4O6
moclobemide,DB01171,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,C13H17ClN2O2
modafinil,DB00745,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,C15H15NO2S
moexpril,,,
mometasone furoate,DB14512,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,C27H30Cl2O6
multivalent cations,DB00899,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,C20H28N2O5
muromonab-cd3,DB00075,,C6460H9946N1720O2043S56
mycophenolate,DB01024,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,C17H20O6
n-dodecyl gallate,,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,
nabumetone,DB00461,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,C15H16O2
nadolol,DB01203,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,C17H27NO4
nafcillin,DB00607,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,C21H22N2O5S
nalbuphine,DB00844,C1CC(C1)CN2CC[C@]34[C@@H]5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O,C21H27NO4
naloxone,DB01183,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,C19H21NO4
nandrolone,DB13169,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,C18H26O2
naproxen sodium,DB00788,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C14H14O3
naratriptan,DB00952,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,C17H25N3O2S
nateglinide,DB00731,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,C19H27NO3
nefazadone,,,
neomycin sulfate,DB00994,,
neostigmine,DB01400,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,C12H19N2O2
neuroleptic,,,
niacinamide,DB02701,C1=CC(=CN=C1)C(=O)N,C6H6N2O
nicardipine,DB00622,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,C26H29N3O6
nicotinamide,DB00158,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,C19H19N7O6
nilutamide,DB00665,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,C12H10F3N3O4
nisoldipine,DB00401,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C20H24N2O6
nitazoxanide,DB00507,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],C12H9N3O5S
nitrates,DB14049,[N+](=O)([O-])[O-],NO3
nitrite,DB12529,N(=O)[O-],NO2
nitroferricyanide,DB00325,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],C5FeN6O
nitrogen mustard,DB00888,CN(CCCl)CCCl,C5H11Cl2N
nitroprusside,DB00325,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],C5FeN6O
nitrous oxide,DB06690,[N-]=[N+]=O,N2O
nizatidine,DB00585,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,C12H21N5O2S2
nondepolarizing agents,DB00381,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,C20H25ClN2O5
nonheme iron,DB00115,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],C63H88CoN14O14P
nonsteroidal anti-inflammatory,,,
noradrenaline,DB00368,C1=CC(=C(C=C1[C@H](CN)O)O)O,C8H11NO3
norethandrolone,DB12787,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O,C20H30O2
norethindrone acetate,DB00717,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C20H26O2
norgestrel,DB09389,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,C21H28O2
nortriptyline,DB00540,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C19H21N
nortriptyline hydrochloride,DB00540,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C19H21N
octreotide,DB00104,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=CC=C5)N)C(=O)N[C@H](CO)[C@@H](C)O)O,
ofloxacin,DB01165,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,C18H20FN3O4
olsalazine,DB01250,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,C14H10N2O6
ondansetron,DB00904,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,C18H19N3O
orphenadrine,DB01173,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,C18H23NO
ouabain,DB01092,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,C29H44O12
oxacillin,DB00713,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,C19H19N3O5S
oxaprozin,DB00991,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,C18H15NO3
oxazepam,DB00842,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,C15H11ClN2O2
oxcarbazepine,DB00776,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,C15H12N2O2
oxipurinol,DB05262,C1=NNC2=C1C(=O)NC(=O)N2,C5H4N4O2
oxolinic acid,DB13627,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,C13H11NO5
oxybutynin,DB01062,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,C22H31NO3
oxybutynin chloride,DB01062,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,C22H31NO3
oxycodone,DB00497,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,C18H21NO4
oxycodone hydrochloride,DB00497,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,C18H21NO4
oxygen,DB09140,O=O,O2
oxymetazoline,DB00935,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,C16H24N2O
oxymetholone,DB06412,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C,C21H32O3
oxymorphone,DB01192,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,C17H19NO4
oxyphenbutazone,DB03585,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,C19H20N2O3
oxytetracycline,DB00595,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,C22H24N2O9
p-aminosalicylic acid,DB00233,C1=CC(=C(C=C1N)O)C(=O)O,C7H7NO3
palonosetron,DB00377,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,C19H24N2O
pancreatin,DB00085,,
pancuronium,DB01337,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C,C35H60N2O4
panobinostat,DB06603,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,C21H23N3O2
papaverine,DB01113,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,C20H21NO4
para-aminosalicylic acid,DB00233,C1=CC(=C(C=C1N)O)C(=O)O,C7H7NO3
paracetamol,DB00316,CC(=O)NC1=CC=C(C=C1)O,C8H9NO2
paraldehyde,DB09117,CC1OC(OC(O1)C)C,C6H12O3
pargyline,DB01626,CN(CC#C)CC1=CC=CC=C1,C11H13N
paricalcitol,DB00910,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,C27H44O3
pectin,DB11158,,
peginterferon,DB00008,,
pegvisomant,DB00082,,C990H1532N262O300S7
pemoline,DB01230,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,C9H8N2O2
penciclovir,DB00299,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,C10H15N5O3
penicillamine,DB00859,CC(C)([C@H](C(=O)O)N)S,C5H11NO2S
penicillin,DB00301,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,C19H17ClFN3O5S
penicillin g,DB01053,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,C16H18N2O4S
penicillin v,DB00417,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,C16H18N2O5S
penicillins,,,
pentagastrin,DB00183,CC(C)(C)OC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,C37H49N7O9S
pentazocine,DB00652,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,C19H27NO
pentobarbital,DB00312,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,C11H18N2O3
pentostatin,DB00552,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,C11H16N4O4
pentoxifylline,DB00806,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,C13H18N4O3
perchlorate,DB03138,[O-]Cl(=O)(=O)=O,ClO4
pergolide mesylate,DB01186,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,C19H26N2S
perindopril,DB00790,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,C19H32N2O5
